T,G,F,CASE,value
T0463,free_cooling,electricity,integrated,4.0
T0463,free_cooling,electricity,reference,4.0
T0463,HR_DC,electricity,integrated,0.0
T0463,HR_DC,electricity,reference,0.0
T0464,electric_chiller,electricity,integrated,0.0
T0464,electric_chiller,electricity,reference,0.0
T0464,free_cooling,electricity,integrated,4.0
T0464,free_cooling,electricity,reference,4.0
T0464,HR_DC,electricity,integrated,0.0
T0464,HR_DC,electricity,reference,0.0
T0465,electric_chiller,electricity,integrated,0.0
T0465,electric_chiller,electricity,reference,0.0
T0465,free_cooling,electricity,integrated,4.0
T0465,free_cooling,electricity,reference,4.0
T0465,HR_DC,electricity,integrated,0.0
T0465,HR_DC,electricity,reference,0.0
T0466,electric_chiller,electricity,integrated,0.0
T0466,electric_chiller,electricity,reference,0.0
T0466,free_cooling,electricity,integrated,4.0
T0466,free_cooling,electricity,reference,4.0
T0466,HR_DC,electricity,integrated,0.0
T0466,HR_DC,electricity,reference,0.0
T0467,electric_chiller,electricity,integrated,0.0
T0467,electric_chiller,electricity,reference,0.0
T0467,free_cooling,electricity,integrated,4.0
T0467,free_cooling,electricity,reference,4.0
T0467,HR_DC,electricity,integrated,0.0
T0467,HR_DC,electricity,reference,0.0
T0468,electric_chiller,electricity,integrated,0.0
T0468,electric_chiller,electricity,reference,0.0
T0468,free_cooling,electricity,integrated,4.0
T0468,free_cooling,electricity,reference,4.0
T0468,HR_DC,electricity,integrated,0.0
T0468,HR_DC,electricity,reference,0.0
T0469,electric_chiller,electricity,integrated,0.0
T0469,electric_chiller,electricity,reference,0.0
T0469,free_cooling,electricity,integrated,4.0
T0469,free_cooling,electricity,reference,4.0
T0469,HR_DC,electricity,integrated,0.0
T0469,HR_DC,electricity,reference,0.0
T0470,electric_chiller,electricity,integrated,0.0
T0470,electric_chiller,electricity,reference,0.0
T0470,free_cooling,electricity,integrated,4.0
T0470,free_cooling,electricity,reference,4.0
T0470,HR_DC,electricity,integrated,0.0
T0470,HR_DC,electricity,reference,0.0
T0471,electric_chiller,electricity,integrated,0.0
T0471,electric_chiller,electricity,reference,0.0
T0471,free_cooling,electricity,integrated,4.0
T0471,free_cooling,electricity,reference,4.0
T0471,HR_DC,electricity,integrated,0.0
T0471,HR_DC,electricity,reference,0.0
T0472,electric_chiller,electricity,integrated,0.0
T0472,electric_chiller,electricity,reference,0.0
T0472,free_cooling,electricity,integrated,4.0
T0472,free_cooling,electricity,reference,4.0
T0472,HR_DC,electricity,integrated,0.0
T0472,HR_DC,electricity,reference,0.0
T0473,electric_chiller,electricity,integrated,0.0
T0473,electric_chiller,electricity,reference,0.0
T0473,free_cooling,electricity,integrated,4.0
T0473,free_cooling,electricity,reference,4.0
T0473,HR_DC,electricity,integrated,0.0
T0473,HR_DC,electricity,reference,0.0
T0474,electric_chiller,electricity,integrated,0.0
T0474,electric_chiller,electricity,reference,0.0
T0474,free_cooling,electricity,integrated,4.0
T0474,free_cooling,electricity,reference,4.0
T0474,HR_DC,electricity,integrated,0.0
T0474,HR_DC,electricity,reference,0.0
T0475,electric_chiller,electricity,integrated,0.0
T0475,electric_chiller,electricity,reference,0.0
T0475,free_cooling,electricity,integrated,4.0
T0475,free_cooling,electricity,reference,4.0
T0475,HR_DC,electricity,integrated,0.0
T0475,HR_DC,electricity,reference,0.0
T0476,electric_chiller,electricity,integrated,0.0
T0476,electric_chiller,electricity,reference,0.0
T0476,free_cooling,electricity,integrated,4.0
T0476,free_cooling,electricity,reference,4.0
T0476,HR_DC,electricity,integrated,0.0
T0476,HR_DC,electricity,reference,0.0
T0477,electric_chiller,electricity,integrated,0.0
T0477,electric_chiller,electricity,reference,0.0
T0477,free_cooling,electricity,integrated,0.015658265922815495
T0477,free_cooling,electricity,reference,4.0
T0477,HR_DC,electricity,integrated,3.9843417340771845
T0477,HR_DC,electricity,reference,0.0
T0478,electric_chiller,electricity,integrated,0.0
T0478,electric_chiller,electricity,reference,0.0
T0478,free_cooling,electricity,integrated,0.015658265922815495
T0478,free_cooling,electricity,reference,4.0
T0478,HR_DC,electricity,integrated,3.9843417340771845
T0478,HR_DC,electricity,reference,0.0
T0479,electric_chiller,electricity,integrated,0.0
T0479,electric_chiller,electricity,reference,0.0
T0479,free_cooling,electricity,integrated,0.015658265922815495
T0479,free_cooling,electricity,reference,4.0
T0479,HR_DC,electricity,integrated,3.9843417340771845
T0479,HR_DC,electricity,reference,0.0
T0480,electric_chiller,electricity,integrated,0.0
T0480,electric_chiller,electricity,reference,0.0
T0480,free_cooling,electricity,integrated,0.015658265922815495
T0480,free_cooling,electricity,reference,4.0
T0480,HR_DC,electricity,integrated,3.9843417340771845
T0480,HR_DC,electricity,reference,0.0
T0481,electric_chiller,electricity,integrated,0.0
T0481,electric_chiller,electricity,reference,0.0
T0481,free_cooling,electricity,integrated,0.015658265922815495
T0481,free_cooling,electricity,reference,4.0
T0481,HR_DC,electricity,integrated,3.9843417340771845
T0481,HR_DC,electricity,reference,0.0
T0482,electric_chiller,electricity,integrated,0.0
T0482,electric_chiller,electricity,reference,0.0
T0482,free_cooling,electricity,integrated,0.015658265922815495
T0482,free_cooling,electricity,reference,4.0
T0482,HR_DC,electricity,integrated,3.9843417340771845
T0482,HR_DC,electricity,reference,0.0
T0483,electric_chiller,electricity,integrated,0.0
T0483,electric_chiller,electricity,reference,0.0
T0483,free_cooling,electricity,integrated,0.015658265922815495
T0483,free_cooling,electricity,reference,4.0
T0483,HR_DC,electricity,integrated,3.9843417340771845
T0483,HR_DC,electricity,reference,0.0
T0484,electric_chiller,electricity,integrated,0.0
T0484,electric_chiller,electricity,reference,0.0
T0484,free_cooling,electricity,integrated,0.015658265922815495
T0484,free_cooling,electricity,reference,4.0
T0484,HR_DC,electricity,integrated,3.9843417340771845
T0484,HR_DC,electricity,reference,0.0
T0485,electric_chiller,electricity,integrated,0.0
T0485,electric_chiller,electricity,reference,0.0
T0485,free_cooling,electricity,integrated,0.015658265922815495
T0485,free_cooling,electricity,reference,4.0
T0485,HR_DC,electricity,integrated,3.9843417340771845
T0485,HR_DC,electricity,reference,0.0
T0486,electric_chiller,electricity,integrated,0.0
T0486,electric_chiller,electricity,reference,0.0
T0486,free_cooling,electricity,integrated,0.015658265922815495
T0486,free_cooling,electricity,reference,4.0
T0486,HR_DC,electricity,integrated,3.9843417340771845
T0486,HR_DC,electricity,reference,0.0
T0487,electric_chiller,electricity,integrated,0.0
T0487,electric_chiller,electricity,reference,0.0
T0487,free_cooling,electricity,integrated,0.015658265922815495
T0487,free_cooling,electricity,reference,4.0
T0487,HR_DC,electricity,integrated,3.9843417340771845
T0487,HR_DC,electricity,reference,0.0
T0488,electric_chiller,electricity,integrated,0.0
T0488,electric_chiller,electricity,reference,0.0
T0488,free_cooling,electricity,integrated,0.015658265922815495
T0488,free_cooling,electricity,reference,4.0
T0488,HR_DC,electricity,integrated,3.9843417340771845
T0488,HR_DC,electricity,reference,0.0
T0489,electric_chiller,electricity,integrated,0.0
T0489,electric_chiller,electricity,reference,0.0
T0489,free_cooling,electricity,integrated,0.015658265922815495
T0489,free_cooling,electricity,reference,4.0
T0489,HR_DC,electricity,integrated,3.9843417340771845
T0489,HR_DC,electricity,reference,0.0
T0490,electric_chiller,electricity,integrated,0.0
T0490,electric_chiller,electricity,reference,0.0
T0490,free_cooling,electricity,integrated,0.015658265922815495
T0490,free_cooling,electricity,reference,4.0
T0490,HR_DC,electricity,integrated,3.9843417340771845
T0490,HR_DC,electricity,reference,0.0
T0491,electric_chiller,electricity,integrated,0.0
T0491,electric_chiller,electricity,reference,0.0
T0491,free_cooling,electricity,integrated,0.015658265922815495
T0491,free_cooling,electricity,reference,4.0
T0491,HR_DC,electricity,integrated,3.9843417340771845
T0491,HR_DC,electricity,reference,0.0
T0492,electric_chiller,electricity,integrated,0.0
T0492,electric_chiller,electricity,reference,0.0
T0492,free_cooling,electricity,integrated,0.015658265922815495
T0492,free_cooling,electricity,reference,4.0
T0492,HR_DC,electricity,integrated,3.9843417340771845
T0492,HR_DC,electricity,reference,0.0
T0493,electric_chiller,electricity,integrated,0.0
T0493,electric_chiller,electricity,reference,0.0
T0493,free_cooling,electricity,integrated,0.015658265922815495
T0493,free_cooling,electricity,reference,4.0
T0493,HR_DC,electricity,integrated,3.9843417340771845
T0493,HR_DC,electricity,reference,0.0
T0494,electric_chiller,electricity,integrated,0.0
T0494,electric_chiller,electricity,reference,0.0
T0494,free_cooling,electricity,integrated,0.015658265922815495
T0494,free_cooling,electricity,reference,4.0
T0494,HR_DC,electricity,integrated,3.9843417340771845
T0494,HR_DC,electricity,reference,0.0
T0495,electric_chiller,electricity,integrated,0.0
T0495,electric_chiller,electricity,reference,0.0
T0495,free_cooling,electricity,integrated,0.015658265922815495
T0495,free_cooling,electricity,reference,4.0
T0495,HR_DC,electricity,integrated,3.9843417340771845
T0495,HR_DC,electricity,reference,0.0
T0496,electric_chiller,electricity,integrated,0.0
T0496,electric_chiller,electricity,reference,0.0
T0496,free_cooling,electricity,integrated,0.015658265922815495
T0496,free_cooling,electricity,reference,4.0
T0496,HR_DC,electricity,integrated,3.9843417340771845
T0496,HR_DC,electricity,reference,0.0
T0497,electric_chiller,electricity,integrated,0.0
T0497,electric_chiller,electricity,reference,0.0
T0497,free_cooling,electricity,integrated,0.015658265922815495
T0497,free_cooling,electricity,reference,4.0
T0497,HR_DC,electricity,integrated,3.9843417340771845
T0497,HR_DC,electricity,reference,0.0
T0498,electric_chiller,electricity,integrated,0.0
T0498,electric_chiller,electricity,reference,0.0
T0498,free_cooling,electricity,integrated,4.0
T0498,free_cooling,electricity,reference,4.0
T0498,HR_DC,electricity,integrated,0.0
T0498,HR_DC,electricity,reference,0.0
T0499,electric_chiller,electricity,integrated,0.0
T0499,electric_chiller,electricity,reference,0.0
T0499,free_cooling,electricity,integrated,0.015658265922815495
T0499,free_cooling,electricity,reference,4.0
T0499,HR_DC,electricity,integrated,3.9843417340771845
T0499,HR_DC,electricity,reference,0.0
T0500,electric_chiller,electricity,integrated,0.0
T0500,electric_chiller,electricity,reference,0.0
T0500,free_cooling,electricity,integrated,0.015658265922815495
T0500,free_cooling,electricity,reference,4.0
T0500,HR_DC,electricity,integrated,3.9843417340771845
T0500,HR_DC,electricity,reference,0.0
T0501,electric_chiller,electricity,integrated,0.0
T0501,electric_chiller,electricity,reference,0.0
T0501,free_cooling,electricity,integrated,0.015658265922815495
T0501,free_cooling,electricity,reference,4.0
T0501,HR_DC,electricity,integrated,3.9843417340771845
T0501,HR_DC,electricity,reference,0.0
T0502,electric_chiller,electricity,integrated,0.0
T0502,electric_chiller,electricity,reference,0.0
T0502,free_cooling,electricity,integrated,0.015658265922815495
T0502,free_cooling,electricity,reference,4.0
T0502,HR_DC,electricity,integrated,3.9843417340771845
T0502,HR_DC,electricity,reference,0.0
T0503,electric_chiller,electricity,integrated,0.0
T0503,electric_chiller,electricity,reference,0.0
T0503,free_cooling,electricity,integrated,0.015658265922815495
T0503,free_cooling,electricity,reference,4.0
T0503,HR_DC,electricity,integrated,3.9843417340771845
T0503,HR_DC,electricity,reference,0.0
T0504,electric_chiller,electricity,integrated,0.0
T0504,electric_chiller,electricity,reference,0.0
T0504,free_cooling,electricity,integrated,0.015658265922815495
T0504,free_cooling,electricity,reference,4.0
T0504,HR_DC,electricity,integrated,3.9843417340771845
T0504,HR_DC,electricity,reference,0.0
T0505,electric_chiller,electricity,integrated,0.0
T0505,electric_chiller,electricity,reference,0.0
T0505,free_cooling,electricity,integrated,0.015658265922815495
T0505,free_cooling,electricity,reference,4.0
T0505,HR_DC,electricity,integrated,3.9843417340771845
T0505,HR_DC,electricity,reference,0.0
T0506,electric_chiller,electricity,integrated,0.0
T0506,electric_chiller,electricity,reference,0.0
T0506,free_cooling,electricity,integrated,0.015658265922815495
T0506,free_cooling,electricity,reference,4.0
T0506,HR_DC,electricity,integrated,3.9843417340771845
T0506,HR_DC,electricity,reference,0.0
T0507,electric_chiller,electricity,integrated,0.0
T0507,electric_chiller,electricity,reference,0.0
T0507,free_cooling,electricity,integrated,0.015658265922815495
T0507,free_cooling,electricity,reference,4.0
T0507,HR_DC,electricity,integrated,3.9843417340771845
T0507,HR_DC,electricity,reference,0.0
T0508,electric_chiller,electricity,integrated,0.0
T0508,electric_chiller,electricity,reference,0.0
T0508,free_cooling,electricity,integrated,0.015658265922815495
T0508,free_cooling,electricity,reference,4.0
T0508,HR_DC,electricity,integrated,3.9843417340771845
T0508,HR_DC,electricity,reference,0.0
T0509,electric_chiller,electricity,integrated,0.0
T0509,electric_chiller,electricity,reference,0.0
T0509,free_cooling,electricity,integrated,0.015658265922815495
T0509,free_cooling,electricity,reference,4.0
T0509,HR_DC,electricity,integrated,3.9843417340771845
T0509,HR_DC,electricity,reference,0.0
T0510,electric_chiller,electricity,integrated,0.0
T0510,electric_chiller,electricity,reference,0.0
T0510,free_cooling,electricity,integrated,0.015658265922815495
T0510,free_cooling,electricity,reference,4.0
T0510,HR_DC,electricity,integrated,3.9843417340771845
T0510,HR_DC,electricity,reference,0.0
T0511,electric_chiller,electricity,integrated,0.0
T0511,electric_chiller,electricity,reference,0.0
T0511,free_cooling,electricity,integrated,0.015658265922815495
T0511,free_cooling,electricity,reference,4.0
T0511,HR_DC,electricity,integrated,3.9843417340771845
T0511,HR_DC,electricity,reference,0.0
T0512,electric_chiller,electricity,integrated,0.0
T0512,electric_chiller,electricity,reference,0.0
T0512,free_cooling,electricity,integrated,0.015658265922815495
T0512,free_cooling,electricity,reference,4.0
T0512,HR_DC,electricity,integrated,3.9843417340771845
T0512,HR_DC,electricity,reference,0.0
T0513,electric_chiller,electricity,integrated,0.0
T0513,electric_chiller,electricity,reference,0.0
T0513,free_cooling,electricity,integrated,0.015658265922815495
T0513,free_cooling,electricity,reference,4.0
T0513,HR_DC,electricity,integrated,3.9843417340771845
T0513,HR_DC,electricity,reference,0.0
T0514,electric_chiller,electricity,integrated,0.0
T0514,electric_chiller,electricity,reference,0.0
T0514,free_cooling,electricity,integrated,0.015658265922815495
T0514,free_cooling,electricity,reference,4.0
T0514,HR_DC,electricity,integrated,3.9843417340771845
T0514,HR_DC,electricity,reference,0.0
T0515,electric_chiller,electricity,integrated,0.0
T0515,electric_chiller,electricity,reference,0.0
T0515,free_cooling,electricity,integrated,0.015658265922815495
T0515,free_cooling,electricity,reference,4.0
T0515,HR_DC,electricity,integrated,3.9843417340771845
T0515,HR_DC,electricity,reference,0.0
T0516,electric_chiller,electricity,integrated,0.0
T0516,electric_chiller,electricity,reference,0.0
T0516,free_cooling,electricity,integrated,0.015658265922815495
